;instance;time;nodes;colors
0;myciel3;0.016387224197387695;12;4
1;myciel4;42.09676718711853;24;5
2;toy_chain;0.0;6;2
3;toy_cycle;0.0;6;2
4;toy_triangle;0.0;;3
