;instance;time;backtrack nodes;time_limit;finished
0;easy1;0.009004831314086914;82;30;True
1;easy10;0.010504722595214844;82;30;True
2;easy2;0.15062165260314941;1204;30;True
3;easy3;0.016007184982299805;127;30;True
4;easy4;0.01250314712524414;84;30;True
5;easy5;0.035515546798706055;141;30;True
6;easy6;0.02851700782775879;181;30;True
7;easy7;0.011503934860229492;93;30;True
8;easy8;0.011212587356567383;91;30;True
9;easy9;0.010489940643310547;82;30;True
