/*********************************************
 * OPL 22.1.0.0 Data
 * Author: alexi
 * Creation Date: 26 déc. 2022 at 11:01:10
 *********************************************/
nbFrequencies = 10;
nbTransmitters = 7;

offsets = { 
  <1,2,3>,
  <1,5,2>,
  <2,3,2>,
  <2,4,1>,
  <2,5,2>,
  <3,4,3>,
  <3,5,1>,
  <6,3,1>,
  <6,4,2>,
  <7,2,3>,
  <7,3,2>
 };
